Sentences,Tags
wash watch trials reported aspirin rate heart failure hospitalisation 78,Outcome (element O)
statistical analyses carried statistical package social sciences spss version 10,Not Relevant to the Evidence (Label N)
parity mantel-haenszel 2 test conducted,Not Relevant to the Evidence (Label N)
creased 11% 4-month placebo period 111 mg/dl 2 87 mmol/l 124 mg/dl 3 21 mmol/l decreased 77 mg/dl 1 99 mmol/l month 8 initiation 20 simvastatin 31% change baseline,Intervention and Comparison (element I and C)
additional evaluations performed week change antihypertensive therapy deemed clinically,Intervention and Comparison (element I and C)
october 1 2009 andnovember 30 2011 study population selected criteria consecutive outpatients sex age 40-80 stage hypertension systolic blood pressure sbp 140 mm hg <160 mm hg and/or diastolic blood pressure dbp 90 mm hg <100 mm hg sinus rhythm 2 electrocardiogram ecg -documented episodes symptomatic af previous 6 months lasting 60 minutes <7 days terminating spontaneously,Population/Problem (element P)
induction labor presence unfavorable cervix result painful labor 4,Not Relevant to the Evidence (Label N)
misoprostol effective agent induction labor term,Outcome (element O)
discrete variables normal distribution mannwhitney test,Not Relevant to the Evidence (Label N)
study comparable clonidine gabapentin reduced dap sap map rpp 15 min endotracheal intubation,Outcome (element O)
fetal heart rate tracing caregivers interpretation,Not Relevant to the Evidence (Label N)
data analyzed intent-to-treat basis parametric student test nonparametric statistics wilcoxon rank sum 2 fisher exact tests statistix 2 0 analytical software tallahassee fla,Not Relevant to the Evidence (Label N)
primary maximal exercise duration measures symptoms secondary assessed intentionto-treat,Outcome (element O)
cesarean performed hyperstimulation syndrome fetal hypoxia thick meconium and/or fetal monitoring alteration induction failed,Not Relevant to the Evidence (Label N)
blood pressure randomly collected morning urine samples evaluated time randomization week month months randomization months,Intervention and Comparison (element I and C)
main outcome measures premature infant pain profile time heart rate return baseline primary outcomes,Outcome (element O)
reassuring ctg recording 30 min prior start induction cervical bishops score 8 7 requirements,Intervention and Comparison (element I and C)
intracoronary transplantation bmmnc statistically ck ck-mb homocysteine pt tt aptt fib inr creatinine routine blood tests blood cholesterol blood glucose blood pressure ecg tests data,Intervention and Comparison (element I and C)
limitation study licensed doses doxorubicin epirubin prospectively dened doses dexrazoxane administered anthracycline treatment regimen 201 dexrazoxane doxorubicin 101 dexrazoxaneepirubicin dose ratio,Intervention and Comparison (element I and C)
study protocol approved ethical board tehran university medical sciences,Not Relevant to the Evidence (Label N)
nonstress test performed uterine activity assessed administration dose medication,Not Relevant to the Evidence (Label N)
serum potassium levels decreased increasing doses hct maximal change 0 32 meq/l hct 25 increased doses er-metoprolol combination reflected sum effects change 0 15 meq/l ermetoprolol/hct 200 /25 -blockade tended blunt hypokalemic hct,Outcome (element O)
cells produced class class biosafety cabinet closed automated system miltenyi clinimacs system miltenyi biotec bergisch gladbach germany select cells immunomagnetically resuspended 10 ae2 normal saline solution 0 9% nacl 10% human serum albumin,Intervention and Comparison (element I and C)
favourable metabolic profiles chose compare non-fatal myocardial infarction fatal chd combination dihydropyridine calcium-channel blocker amlodipine ace inhibitor perindopril blocker thiazide diuretic,Intervention and Comparison (element I and C)
background objective compared effects gabapentin arterial pressure heart rate induction anaesthesia tracheal intubation randomized double-blind study,Population/Problem (element P)
distributed continuous variables compared student test twotailed analysis continuous variables distributed compared mann-whitney test,Not Relevant to the Evidence (Label N)
study incidence major minor bleeding complications low aspirin clopidogrel,Outcome (element O)
initial 4-week placebo washout period previous antihypertensive therapy patients randomized receive telmisartan 40 nifedipine gits 20 daily 12 months,Intervention and Comparison (element I and C)
aliskiren 300 monotherapy superior hydrochlorothiazide 25 monotherapy lowering bp,Outcome (element O)
women assigned vaginal misoprostol received 25 mcg 4 hours attaining favorable cervix bishop score equal 7 adequate uterine activity equal contractions 10 minutes entering active labor,Population/Problem (element P)
statistical analysis performed spss 16 0 statistical software package spss chicago il usa,Not Relevant to the Evidence (Label N)
inclusion criteria willingness travel cardiac rehabilitation centre 3 months meet clinical nurse specialist read speak french,Population/Problem (element P)
uncomplicated hypertensive type ii diabetic patients normoalbuminuria microalbuminuria aggressive antihypertensive treatment decreases urinary albumin excretion improves aspects endothelial function decreases inflammatory activity,Outcome (element O)
deaths heart failure,Outcome (element O)
enrolled 4128 patients 60 age york heart association class ii iii iv heart failure ejection fraction 45% randomly assigned receive 300 irbesartan placebo day,Intervention and Comparison (element I and C)
exclusion criteria serum creatinine 4 0 mg/dl myocardial infarction cerebrovascular accident 12 months intolerance study medication pregnancy females contraception evidence severe hepatic disease immunosuppressants non-steroidal anti-inflammatory drugs nsaids congestive heart failure alcohol abuse consumption narcotics presence malignant disease noncompliance subjects,Population/Problem (element P)
patients ischaemic heart disease randomised receive aspirin 325 warfarin,Intervention and Comparison (element I and C)
al-hussaini al / international journal gynecology obstetrics 82 2003 73-75 table 1 labor times,Not Relevant to the Evidence (Label N)
failure progress-1 patients nausea dizziness vomittings,Not Relevant to the Evidence (Label N)
study fetal outcome comparable,Not Relevant to the Evidence (Label N)
women electronic fetal heart rate fhr monitoring 20 min prior administration misoprostol,Intervention and Comparison (element I and C)
conclusions phase iii cardiac rehabilitation beneficial elderly patients cad,Outcome (element O)
multicenter pilot trial 50 patients myocardial infarction requiring primary rescue pci randomized radial femoral access,Population/Problem (element P)
clinical experience pegylated liposomal doxorubicin management hrpca limited clinical trials performed date19 21 rst 3 trials explored toxicity activity pegylated liposomal doxorubicin 15 patients hrpca19 dose schedules 60 mg/m2 administered 4 weeks 45 mg/m2 administered 3 weeks yielded dose intensity 15 mg/m2 week investigated objective reduction 50% psa levels observed 5 patients treated schedule,Outcome (element O)
